WORD,CATEGORY,WEIGHT
oppress,LOOSE,0.50482404
exalt,LOOSE,0.5047791
axiomatize,LOOSE,0.50450355
curtail,LOOSE,0.5043369
proscribe,LOOSE,0.50384504
delineate,LOOSE,0.50306106
adaptability,LOOSE,0.50259376
internalise,LOOSE,0.50251853
constrict,LOOSE,0.502345
antithetical,LOOSE,0.5018133
formalize,LOOSE,0.5017304
decentralize,LOOSE,0.50117546
collaborate,LOOSE,0.5011705
alter,LOOSE,0.5010233
have--to,LOOSE,0.50098586
optimize,LOOSE,0.5008404
democratic,LOOSE,0.50077194
debilitate,LOOSE,0.5006424
liberatory,LOOSE,0.5004169
dictate,LOOSE,0.50039744
coopt,LOOSE,0.4995082
circumvent,LOOSE,0.4992756
delimit,LOOSE,0.4991691
individuality,LOOSE,0.4984029
predetermine,LOOSE,0.49802667
broaden,LOOSE,0.4979592
radicalize,LOOSE,0.4979454
valorize,LOOSE,0.49760196
evolve,LOOSE,0.49723384
reorient,LOOSE,0.4959891
inhibit,LOOSE,0.49533805
stymie,LOOSE,0.4948188
inspire,LOOSE,0.4947997
legislate,LOOSE,0.49439538
liberalise,LOOSE,0.4924227
invigorate,LOOSE,0.49220625
nourish,LOOSE,0.49218893
decouple,LOOSE,0.49178052
confederalism,LOOSE,0.49162877
promulgate,LOOSE,0.49137565
dialogic,LOOSE,0.4908953
eschew,LOOSE,0.49022257
accentuate,LOOSE,0.48968247
interrelate,LOOSE,0.48937523
strengthen,LOOSE,0.48934755
dialogical,LOOSE,0.4893376
attenuate,LOOSE,0.48911312
ennoble,LOOSE,0.48906726
homogenize,LOOSE,0.48887601
undergird,LOOSE,0.48815754
ameliorate,LOOSE,0.48808926
integrative,LOOSE,0.48792866
liberalize,LOOSE,0.48737
abrogate,LOOSE,0.48721048
augment,LOOSE,0.4871672
discursive,LOOSE,0.48657322
manipulate,LOOSE,0.4864886
hegemonic,LOOSE,0.48646924
individualistic,LOOSE,0.48604387
amalgamate,LOOSE,0.48559588
empowerment,LOOSE,0.48553467
synergize,LOOSE,0.48506173
promote,LOOSE,0.48499173
interweave,LOOSE,0.4846925
espouse,LOOSE,0.48439738
ghettoize,LOOSE,0.48439518
open-up,LOOSE,0.48438996
domesticate,LOOSE,0.48420104
modulate,LOOSE,0.4839243
demarcate,LOOSE,0.4837875
overrule,LOOSE,0.48369482
problematizing,LOOSE,0.48355085
disallow,LOOSE,0.4829899
catalyse,LOOSE,0.48281604
foster,LOOSE,0.48262817
innate,LOOSE,0.48252878
optimise,LOOSE,0.48236948
market-state,LOOSE,0.4822832
acculturate,LOOSE,0.48223665
generative,LOOSE,0.48221776
actualizing,LOOSE,0.48219585
disenfranchise,LOOSE,0.48218203
characterise,LOOSE,0.48189798
mobilize,LOOSE,0.4816321
ideational,LOOSE,0.48161858
Self-Other,LOOSE,0.4814209
professionalise,LOOSE,0.48086062
enthrone,LOOSE,0.48077562
reinvent,LOOSE,0.48021883
presuppose,LOOSE,0.4801755
expand,LOOSE,0.4801744
politicize,LOOSE,0.48017243
inclusiveness,LOOSE,0.48007286
perceive,LOOSE,0.48004764
leverage,LOOSE,0.4798761
implement,LOOSE,0.4793031
usurp,LOOSE,0.47906986
elucidate,LOOSE,0.4790661
obliterate,LOOSE,0.4788654
construct,LOOSE,0.47881603
construe,LOOSE,0.47881016
assert,LOOSE,0.4784492
incentivize,LOOSE,0.47829992
micromanage,LOOSE,0.4782729
formulate,LOOSE,0.47803074
derogate,LOOSE,0.47802693
debase,LOOSE,0.47789767
idealize,LOOSE,0.4778912
unconstrained,LOOSE,0.4776764
émergence,LOOSE,0.47764453
explore,LOOSE,0.47762325
constrained,LOOSE,0.4774319
ascriptive,LOOSE,0.47735673
characterize,LOOSE,0.47712037
professionalize,LOOSE,0.47667155
diversify,LOOSE,0.47662285
demean,LOOSE,0.47654244
instill,LOOSE,0.4765224
regulate,LOOSE,0.4764465
generalize,LOOSE,0.47639814
amplify,LOOSE,0.4759894
malleability,LOOSE,0.4755556
preserve,LOOSE,0.47543335
centralize,LOOSE,0.47516838
universalizing,LOOSE,0.47506532
centralise,LOOSE,0.47479066
contextualise,LOOSE,0.47475487
differentiate,LOOSE,0.47469223
integrational,LOOSE,0.47468075
stifle,LOOSE,0.47455913
formalise,LOOSE,0.4740799
impoverish,LOOSE,0.47402132
govern,LOOSE,0.47380322
maximize,LOOSE,0.47376585
posit,LOOSE,0.47333497
juxtapose,LOOSE,0.4731198
reformulate,LOOSE,0.47273815
enjeu,LOOSE,0.4721006
consolidate,LOOSE,0.47184676
constitutive,LOOSE,0.4717247
effectuate,LOOSE,0.47154126
humanise,LOOSE,0.47149044
mobilise,LOOSE,0.4713544
tweak,LOOSE,0.4712066
compel,LOOSE,0.47111502
self-and,LOOSE,0.47103336
adopt,LOOSE,0.47087127
stigmatize,LOOSE,0.47087088
pluriform,LOOSE,0.4708593
foregrounding,LOOSE,0.47071716
encumber,LOOSE,0.47071132
dynamism,LOOSE,0.47048745
configure,LOOSE,0.4704789
meld,LOOSE,0.47024265
compartmentalize,LOOSE,0.47006562
strive,LOOSE,0.4700148
privileging,LOOSE,0.46990162
politicise,LOOSE,0.4698756
harmonize,LOOSE,0.46976084
instil,LOOSE,0.4697445
simplify,LOOSE,0.46965653
transfigure,LOOSE,0.46962032
criminalize,LOOSE,0.46960646
vitalize,LOOSE,0.4694597
override,LOOSE,0.4692403
embed,LOOSE,0.469155
pliability,LOOSE,0.4690562
inheres,LOOSE,0.4688063
engage,LOOSE,0.46872526
standardize,LOOSE,0.46864337
internationalise,LOOSE,0.46831784
globalize,LOOSE,0.4683027
repudiate,LOOSE,0.4682403
invent,LOOSE,0.46769893
superimpose,LOOSE,0.46758094
extend,LOOSE,0.46740866
internationalize,LOOSE,0.46736223
foment,LOOSE,0.4673046
catalyze,LOOSE,0.4672941
confine,LOOSE,0.46718752
encapsulate,LOOSE,0.46717376
individualism,LOOSE,0.4667392
parameterize,LOOSE,0.4666907
interdependence,LOOSE,0.4665715
underpin,LOOSE,0.46650255
ascribe,LOOSE,0.46609724
exploit,LOOSE,0.46588114
abolish,LOOSE,0.4657737
contextuality,LOOSE,0.46570975
assimilate,LOOSE,0.46565077
inclusivity,LOOSE,0.46542588
intrinsic,LOOSE,0.46540758
body-self,LOOSE,0.4653977
aggrandize,LOOSE,0.46532896
quash,LOOSE,0.4651154
emphasize,LOOSE,0.46511483
state-society,LOOSE,0.46504512
form-making,LOOSE,0.4649888
defy,LOOSE,0.46496138
marginalizes,LOOSE,0.46489212
instigate,LOOSE,0.46480748
arrogate,LOOSE,0.4648054
streamline,LOOSE,0.4647724
impel,LOOSE,0.4647601
cohere,LOOSE,0.4647181
evoke,LOOSE,0.4647108
humanize,LOOSE,0.4645888
devise,LOOSE,0.46458334
outmanoeuvre,LOOSE,0.46449503
conciliate,LOOSE,0.46445435
improve,LOOSE,0.4637474
weaponize,LOOSE,0.4637281
impede,LOOSE,0.46366918
assimilative,LOOSE,0.46361652
dissociate,LOOSE,0.46355885
theorise,LOOSE,0.4635338
