WORD,CATEGORY,WEIGHT
unselfish,COLLECTIVISM,0.42205334
understand,COLLECTIVISM,0.42171097
betray,COLLECTIVISM,0.42112815
salute,COLLECTIVISM,0.42110512
decency,COLLECTIVISM,0.42096215
fatherly,COLLECTIVISM,0.42074186
strictness,COLLECTIVISM,0.4206388
compassion,COLLECTIVISM,0.42028737
commensurate,COLLECTIVISM,0.4199262
oversight,COLLECTIVISM,0.41955683
rules--and,COLLECTIVISM,0.41944337
job,COLLECTIVISM,0.41926438
praise,COLLECTIVISM,0.41921523
neglect,COLLECTIVISM,0.41909772
adherence,COLLECTIVISM,0.4188167
support--and,COLLECTIVISM,0.41868442
esteem,COLLECTIVISM,0.4184956
disobeying,COLLECTIVISM,0.41837338
disrespects,COLLECTIVISM,0.41812342
abide,COLLECTIVISM,0.41810867
fiduciary,COLLECTIVISM,0.4177986
defend,COLLECTIVISM,0.4175577
expectation,COLLECTIVISM,0.41754273
bounden,COLLECTIVISM,0.41748297
neglecting,COLLECTIVISM,0.417466
unworthy,COLLECTIVISM,0.4172202
recognize,COLLECTIVISM,0.41713166
proper,COLLECTIVISM,0.4168777
sanction,COLLECTIVISM,0.41678855
honoured,COLLECTIVISM,0.41668153
unconditional,COLLECTIVISM,0.416484
steadfastness,COLLECTIVISM,0.41645265
team-playing,COLLECTIVISM,0.41643223
rightful,COLLECTIVISM,0.4163537
worthy,COLLECTIVISM,0.41624954
requirement,COLLECTIVISM,0.41605726
voluntary,COLLECTIVISM,0.41600904
honourable,COLLECTIVISM,0.4159603
conscience,COLLECTIVISM,0.41584867
tasks,COLLECTIVISM,0.41577205
admiration,COLLECTIVISM,0.41518033
abnegation,COLLECTIVISM,0.41513726
autonomy,COLLECTIVISM,0.41493067
caring,COLLECTIVISM,0.41492295
task,COLLECTIVISM,0.41432884
slavish,COLLECTIVISM,0.4141918
owe,COLLECTIVISM,0.41377008
unselfishly,COLLECTIVISM,0.41354597
betraying,COLLECTIVISM,0.41341895
tribute,COLLECTIVISM,0.41321093
freedoms,COLLECTIVISM,0.4130817
prioritize,COLLECTIVISM,0.41263857
wholehearted,COLLECTIVISM,0.41242948
appreciation,COLLECTIVISM,0.41213349
defer,COLLECTIVISM,0.41204065
rights,COLLECTIVISM,0.4117981
requirements,COLLECTIVISM,0.41160864
fullfill,COLLECTIVISM,0.4115197
sovereignty,COLLECTIVISM,0.41151482
comply,COLLECTIVISM,0.41150928
dishonoring,COLLECTIVISM,0.41142753
functions,COLLECTIVISM,0.4112905
traditions,COLLECTIVISM,0.4112489
benefit,COLLECTIVISM,0.41120037
trusting,COLLECTIVISM,0.41117808
accorded,COLLECTIVISM,0.41111946
dictate,COLLECTIVISM,0.41087702
impose,COLLECTIVISM,0.41069958
renounce,COLLECTIVISM,0.41066492
vassal,COLLECTIVISM,0.41060576
obligate,COLLECTIVISM,0.4105588
participate,COLLECTIVISM,0.4104167
unstinting,COLLECTIVISM,0.41039902
enforced,COLLECTIVISM,0.41027746
stead,COLLECTIVISM,0.41027558
pride,COLLECTIVISM,0.4100295
courtesies,COLLECTIVISM,0.40943438
appreciate,COLLECTIVISM,0.40935183
courage,COLLECTIVISM,0.40934375
requite,COLLECTIVISM,0.40918428
constancy,COLLECTIVISM,0.40901935
protection,COLLECTIVISM,0.40881786
oath,COLLECTIVISM,0.40879253
protect,COLLECTIVISM,0.40866628
reaffirm,COLLECTIVISM,0.40862837
leader,COLLECTIVISM,0.4085897
strictly,COLLECTIVISM,0.40829983
upheld,COLLECTIVISM,0.40822712
expectations,COLLECTIVISM,0.4080341
embrace,COLLECTIVISM,0.40802854
submissive,COLLECTIVISM,0.40790513
defiance,COLLECTIVISM,0.40764073
honours,COLLECTIVISM,0.40763313
assistance,COLLECTIVISM,0.40758184
desire,COLLECTIVISM,0.40738246
stipulations,COLLECTIVISM,0.40716702
humbleness,COLLECTIVISM,0.40710968
acquiescence,COLLECTIVISM,0.40705544
companionship,COLLECTIVISM,0.40701458
unfaltering,COLLECTIVISM,0.4069963
norms,COLLECTIVISM,0.40691733
violate,COLLECTIVISM,0.40678456
vow,COLLECTIVISM,0.40673086
propriety,COLLECTIVISM,0.40636477
virtues,COLLECTIVISM,0.40630805
onus,COLLECTIVISM,0.4063069
serve,COLLECTIVISM,0.40622255
owed,COLLECTIVISM,0.406146
despise,COLLECTIVISM,0.40611765
cooperation,COLLECTIVISM,0.406068
sense,COLLECTIVISM,0.4057975
commands,COLLECTIVISM,0.4057875
ethos,COLLECTIVISM,0.4057424
unfailing,COLLECTIVISM,0.40572137
zeal,COLLECTIVISM,0.40559646
cherish,COLLECTIVISM,0.40541512
mandated,COLLECTIVISM,0.40536648
reliance,COLLECTIVISM,0.40531245
privileges,COLLECTIVISM,0.4050365
reproach,COLLECTIVISM,0.40458855
unconditionally,COLLECTIVISM,0.40457794
honourably,COLLECTIVISM,0.40457278
submissively,COLLECTIVISM,0.4045435
perform,COLLECTIVISM,0.4042953
volunteer,COLLECTIVISM,0.40427518
conformity,COLLECTIVISM,0.40426794
willing,COLLECTIVISM,0.40424353
magnanimity,COLLECTIVISM,0.40419862
guidance,COLLECTIVISM,0.40409893
advocate,COLLECTIVISM,0.40395594
welfare,COLLECTIVISM,0.40389633
fulfilled,COLLECTIVISM,0.4038522
superiors,COLLECTIVISM,0.40368015
affront,COLLECTIVISM,0.40353674
nobility,COLLECTIVISM,0.40337694
prudence,COLLECTIVISM,0.40332305
abrogate,COLLECTIVISM,0.40331322
deferential,COLLECTIVISM,0.40317005
dependent,COLLECTIVISM,0.403029
acquiesce,COLLECTIVISM,0.40297207
deserving,COLLECTIVISM,0.40282667
actions,COLLECTIVISM,0.40275496
behalf,COLLECTIVISM,0.40273845
deserve,COLLECTIVISM,0.40263644
disloyal,COLLECTIVISM,0.40254745
heed,COLLECTIVISM,0.40250662
reward,COLLECTIVISM,0.402506
inherent,COLLECTIVISM,0.40250003
moral,COLLECTIVISM,0.40243572
impartiality,COLLECTIVISM,0.40214086
loving,COLLECTIVISM,0.4019643
begrudging,COLLECTIVISM,0.40183094
betrayal,COLLECTIVISM,0.40177277
heroism,COLLECTIVISM,0.40173495
affirm,COLLECTIVISM,0.40172723
sacrificial,COLLECTIVISM,0.40172374
subordinates,COLLECTIVISM,0.40162122
beliefs,COLLECTIVISM,0.4014773
delegating,COLLECTIVISM,0.4014756
oversee,COLLECTIVISM,0.40131277
stalwart,COLLECTIVISM,0.40128025
knowledge,COLLECTIVISM,0.40111288
answerable,COLLECTIVISM,0.4010343
consequence,COLLECTIVISM,0.4009391
precept,COLLECTIVISM,0.4008942
safeguarding,COLLECTIVISM,0.40070513
conduct,COLLECTIVISM,0.40066886
conscientiously,COLLECTIVISM,0.4006274
trust--and,COLLECTIVISM,0.4006246
betrayed,COLLECTIVISM,0.4005571
principled,COLLECTIVISM,0.4005461
usurp,COLLECTIVISM,0.40049696
yes-women,COLLECTIVISM,0.40048778
kinship,COLLECTIVISM,0.40047947
essential,COLLECTIVISM,0.40000403
